subject	cond	speed	phase	response
dl	auditory	5.4	1.3	1
dl	auditory	12.6	0.412	0
dl	auditory	10.2	0.35	0
dl	auditory	10.2	0.075	0
dl	auditory	10.2	1.725	1
dl	auditory	7.8	1.075	1
dl	auditory	10.2	1.725	1
dl	auditory	10.2	1.175	1
dl	auditory	3	0.719	1
dl	auditory	12.6	2.25	1
dl	auditory	10.2	0.625	1
dl	auditory	12.6	1.638	1
dl	auditory	7.8	0.012	0
dl	auditory	5.4	0.331	1
dl	auditory	15	1.15	1
dl	auditory	10.2	1.45	1
dl	auditory	15	-0.2	0
dl	auditory	7.8	0.862	1
dl	auditory	10.2	0.35	0
dl	auditory	7.8	0.65	0
dl	auditory	10.2	-0.2	0
dl	auditory	7.8	0.438	1
dl	auditory	15	1.825	1
dl	auditory	5.4	0.137	0
dl	auditory	5.4	0.912	1
dl	auditory	12.6	-0.2	0
dl	auditory	7.8	1.288	1
dl	auditory	12.6	0.719	0
dl	auditory	3	1.1	1
dl	auditory	3	-0.25	0
dl	auditory	7.8	1.075	1
dl	auditory	10.2	0.075	0
dl	auditory	15	0.812	0
dl	auditory	15	1.488	1
dl	auditory	5.4	1.3	1
dl	auditory	15	2.5	1
dl	auditory	5.4	-0.25	0
dl	auditory	12.6	0.106	0
dl	auditory	15	0.475	0
dl	auditory	15	2.162	1
dl	auditory	5.4	0.525	1
dl	auditory	3	0.525	1
dl	auditory	15	0.138	0
dl	auditory	10.2	2	1
dl	auditory	12.6	1.331	1
dl	auditory	3	-0.056	0
dl	auditory	12.6	0.412	0
dl	auditory	3	0.331	1
dl	auditory	12.6	1.944	1
dl	auditory	10.2	0.9	0
dl	auditory	3	0.912	1
dl	auditory	7.8	0.225	0
dl	auditory	7.8	1.5	1
dl	auditory	5.4	-0.056	0
dl	auditory	3	0.137	1
dl	auditory	12.6	1.025	1
dl	auditory	5.4	1.1	0
dl	auditory	3	1.3	1
dl	auditory	5.4	0.719	1
dl	auditory	7.8	-0.2	0
dl	auditory	12.6	1.944	1
dl	auditory	10.2	1.45	1
dl	auditory	12.6	-0.2	0
dl	auditory	15	2.162	1
dl	auditory	12.6	0.719	1
dl	auditory	3	0.719	1
dl	auditory	3	0.525	1
dl	auditory	12.6	1.025	1
dl	auditory	12.6	2.25	1
dl	auditory	3	0.912	1
dl	auditory	15	-0.2	0
dl	auditory	10.2	0.35	0
dl	auditory	7.8	1.288	1
dl	auditory	3	0.331	1
dl	auditory	15	2.5	1
dl	auditory	3	-0.056	1
dl	auditory	10.2	-0.2	0
dl	auditory	7.8	0.65	1
dl	auditory	15	0.475	0
dl	auditory	5.4	1.1	1
dl	auditory	7.8	1.075	1
dl	auditory	5.4	0.525	0
dl	auditory	7.8	0.225	0
dl	auditory	12.6	1.331	1
dl	auditory	5.4	0.137	0
dl	auditory	5.4	0.912	1
dl	auditory	12.6	0.106	0
dl	auditory	12.6	1.638	1
dl	auditory	10.2	1.725	1
dl	auditory	3	0.137	0
dl	auditory	12.6	0.412	0
dl	auditory	15	1.825	1
dl	auditory	7.8	0.438	0
dl	auditory	5.4	1.3	1
dl	auditory	15	0.138	0
dl	auditory	7.8	1.5	1
dl	auditory	5.4	-0.056	0
dl	auditory	10.2	2	1
dl	auditory	15	1.488	1
dl	auditory	10.2	0.9	1
dl	auditory	15	1.15	1
dl	auditory	3	1.3	1
dl	auditory	3	1.1	1
dl	auditory	5.4	0.719	1
dl	auditory	5.4	0.331	0
dl	auditory	3	-0.25	0
dl	auditory	15	0.812	0
dl	auditory	10.2	0.625	0
dl	auditory	5.4	-0.25	0
dl	auditory	10.2	1.175	1
dl	auditory	7.8	0.012	0
dl	auditory	10.2	0.075	0
dl	auditory	7.8	-0.2	0
dl	auditory	7.8	0.862	1
dl	auditory	12.6	0.719	0
dl	auditory	15	0.812	0
dl	auditory	15	1.488	1
dl	auditory	10.2	-0.2	0
dl	auditory	15	1.825	1
dl	auditory	3	0.331	1
dl	auditory	3	-0.25	0
dl	auditory	10.2	0.9	1
dl	auditory	10.2	1.725	1
dl	auditory	7.8	1.5	1
dl	auditory	15	-0.2	0
dl	auditory	7.8	0.438	0
dl	auditory	3	0.719	1
dl	auditory	3	1.1	1
dl	auditory	15	2.5	1
dl	auditory	5.4	0.912	1
dl	auditory	7.8	0.65	0
dl	auditory	12.6	2.25	1
dl	auditory	12.6	-0.2	0
dl	auditory	15	0.475	0
dl	auditory	10.2	0.35	0
dl	auditory	12.6	0.106	0
dl	auditory	15	1.15	1
dl	auditory	5.4	1.3	1
dl	auditory	12.6	1.025	0
dl	auditory	10.2	1.45	1
dl	auditory	7.8	-0.2	0
dl	auditory	12.6	0.412	0
dl	auditory	7.8	1.288	1
dl	auditory	10.2	2	1
dl	auditory	12.6	1.331	1
dl	auditory	15	0.138	0
dl	auditory	7.8	1.075	1
dl	auditory	7.8	0.012	0
dl	auditory	12.6	1.944	1
dl	auditory	3	0.912	1
dl	auditory	5.4	-0.056	0
dl	auditory	3	0.137	0
dl	auditory	5.4	0.137	0
dl	auditory	5.4	0.525	1
dl	auditory	5.4	1.1	1
dl	auditory	7.8	0.862	1
dl	auditory	10.2	0.625	0
dl	auditory	3	0.525	1
dl	auditory	3	1.3	1
dl	auditory	12.6	1.638	1
dl	auditory	10.2	0.075	0
dl	auditory	7.8	0.225	0
dl	auditory	10.2	1.175	1
dl	auditory	5.4	-0.25	0
dl	auditory	5.4	0.719	1
dl	auditory	15	2.162	1
dl	auditory	5.4	0.331	1
dl	auditory	3	-0.056	0
jlm	self	10.2	2	1
jlm	self	3	0.912	1
jlm	self	5.4	0.912	1
jlm	self	7.8	0.012	0
jlm	self	5.4	0.331	1
jlm	self	10.2	1.45	1
jlm	self	3	-0.25	0
jlm	self	5.4	-0.056	0
jlm	self	5.4	0.525	1
jlm	self	12.6	0.719	0
jlm	self	10.2	0.625	0
jlm	self	15	1.825	1
jlm	self	15	1.15	1
jlm	self	3	0.137	1
jlm	self	15	-0.2	0
jlm	self	12.6	1.944	1
jlm	self	7.8	-0.2	0
jlm	self	7.8	0.225	1
jlm	self	7.8	1.5	1
jlm	self	12.6	0.412	1
jlm	self	5.4	0.719	1
jlm	self	15	2.5	1
jlm	self	5.4	-0.25	0
jlm	self	7.8	0.862	1
jlm	self	10.2	0.075	0
jlm	self	3	0.331	1
jlm	self	10.2	-0.2	0
jlm	self	15	0.475	0
jlm	self	12.6	1.331	1
jlm	self	12.6	0.106	0
jlm	self	12.6	-0.2	0
jlm	self	15	2.162	1
jlm	self	10.2	1.725	1
jlm	self	5.4	0.137	1
jlm	self	3	1.1	1
jlm	self	3	0.719	1
jlm	self	5.4	1.3	1
jlm	self	12.6	1.638	1
jlm	self	15	0.138	0
jlm	self	5.4	1.1	1
jlm	self	3	-0.056	0
jlm	self	7.8	1.075	1
jlm	self	10.2	0.9	1
jlm	self	12.6	2.25	1
jlm	self	3	1.3	1
jlm	self	12.6	1.025	1
jlm	self	7.8	0.65	1
jlm	self	7.8	0.438	0
jlm	self	10.2	0.35	0
jlm	self	3	0.525	1
jlm	self	10.2	1.175	1
jlm	self	15	1.488	1
jlm	self	7.8	1.288	1
jlm	self	15	0.812	1
jlm	self	15	1.15	1
jlm	self	7.8	0.438	1
jlm	self	5.4	0.137	1
jlm	self	15	0.138	0
jlm	self	3	0.719	1
jlm	self	15	2.5	1
jlm	self	5.4	0.912	1
jlm	self	10.2	0.625	1
jlm	self	15	-0.2	0
jlm	self	12.6	0.106	1
jlm	self	12.6	1.944	1
jlm	self	12.6	0.719	1
jlm	self	5.4	1.1	1
jlm	self	3	0.331	1
jlm	self	15	0.475	0
jlm	self	5.4	0.719	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.331	0
jlm	self	3	0.525	1
jlm	self	7.8	1.288	1
jlm	self	7.8	-0.2	0
jlm	self	3	1.1	1
jlm	self	12.6	1.025	1
jlm	self	15	2.162	1
jlm	self	10.2	1.725	1
jlm	self	7.8	0.225	1
jlm	self	3	0.137	0
jlm	self	10.2	0.9	1
jlm	self	7.8	0.862	1
jlm	self	12.6	-0.2	0
jlm	self	12.6	0.412	0
jlm	self	7.8	0.65	1
jlm	self	12.6	1.331	1
jlm	self	3	1.3	1
jlm	self	12.6	2.25	1
jlm	self	5.4	0.525	1
jlm	self	10.2	0.35	1
jlm	self	10.2	-0.2	0
jlm	self	15	1.825	1
jlm	self	7.8	1.5	1
jlm	self	10.2	1.45	1
jlm	self	5.4	1.3	1
jlm	self	3	-0.056	0
jlm	self	15	0.812	1
jlm	self	10.2	0.075	0
jlm	self	7.8	0.012	0
jlm	self	12.6	1.638	1
jlm	self	3	-0.25	0
jlm	self	10.2	1.175	1
jlm	self	3	0.912	1
jlm	self	7.8	1.075	1
jlm	self	15	1.488	1
jlm	self	5.4	-0.056	0
jlm	self	10.2	2	1
jlm	self	5.4	-0.056	0
jlm	self	12.6	0.106	0
jlm	self	10.2	1.725	1
jlm	self	3	1.3	1
jlm	self	7.8	0.438	1
jlm	self	15	2.162	1
jlm	self	10.2	0.35	0
jlm	self	10.2	-0.2	0
jlm	self	5.4	1.3	1
jlm	self	3	-0.056	0
jlm	self	5.4	0.719	1
jlm	self	3	0.525	1
jlm	self	7.8	1.5	1
jlm	self	7.8	0.65	1
jlm	self	15	-0.2	0
jlm	self	7.8	0.012	0
jlm	self	15	0.138	1
jlm	self	10.2	1.175	1
jlm	self	12.6	-0.2	0
jlm	self	10.2	0.625	1
jlm	self	3	1.1	1
jlm	self	12.6	1.331	1
jlm	self	7.8	0.225	0
jlm	self	15	1.825	1
jlm	self	15	1.15	1
jlm	self	15	1.488	1
jlm	self	7.8	1.288	1
jlm	self	15	2.5	1
jlm	self	12.6	1.944	1
jlm	self	3	0.137	1
jlm	self	15	0.812	1
jlm	self	3	0.912	1
jlm	self	12.6	0.719	1
jlm	self	12.6	0.412	1
jlm	self	3	-0.25	0
jlm	self	5.4	0.525	1
jlm	self	12.6	1.025	1
jlm	self	10.2	2	1
jlm	self	5.4	0.331	0
jlm	self	3	0.719	1
jlm	self	10.2	0.075	0
jlm	self	15	0.475	0
jlm	self	5.4	1.1	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.912	1
jlm	self	7.8	0.862	1
jlm	self	10.2	0.9	1
jlm	self	12.6	2.25	1
jlm	self	7.8	1.075	1
jlm	self	10.2	1.45	1
jlm	self	7.8	-0.2	0
jlm	self	5.4	0.137	1
jlm	self	3	0.331	0
jlm	self	12.6	1.638	1
jlm	self	12.6	0.412	1
jlm	self	10.2	-0.2	0
jlm	self	7.8	1.5	1
jlm	self	3	1.3	1
jlm	self	12.6	1.331	1
jlm	self	10.2	0.9	1
jlm	self	15	1.15	1
jlm	self	12.6	-0.2	0
jlm	self	5.4	-0.056	0
jlm	self	10.2	2	1
jlm	self	7.8	0.225	1
jlm	self	5.4	1.3	1
jlm	self	12.6	0.719	1
jlm	self	15	2.162	1
jlm	self	7.8	0.012	0
jlm	self	3	0.719	1
jlm	self	7.8	0.65	1
jlm	self	15	1.488	1
jlm	self	5.4	0.137	1
jlm	self	5.4	0.331	1
jlm	self	7.8	1.075	1
jlm	self	15	2.5	1
jlm	self	3	0.331	1
jlm	self	12.6	1.025	1
jlm	self	10.2	1.45	1
jlm	self	10.2	1.725	1
jlm	self	7.8	1.288	1
jlm	self	3	0.525	1
jlm	self	3	0.912	1
jlm	self	12.6	0.106	0
jlm	self	7.8	0.862	1
jlm	self	12.6	1.638	1
jlm	self	12.6	1.944	1
jlm	self	12.6	2.25	1
jlm	self	5.4	-0.25	0
jlm	self	3	-0.056	0
jlm	self	7.8	0.438	1
jlm	self	3	1.1	1
jlm	self	15	1.825	1
jlm	self	15	0.138	1
jlm	self	15	-0.2	0
jlm	self	10.2	1.175	1
jlm	self	7.8	-0.2	0
jlm	self	3	0.137	1
jlm	self	5.4	1.1	1
jlm	self	5.4	0.912	1
jlm	self	5.4	0.525	1
jlm	self	15	0.475	0
jlm	self	5.4	0.719	1
jlm	self	10.2	0.625	1
jlm	self	15	0.812	1
jlm	self	10.2	0.075	1
jlm	self	10.2	0.35	1
jlm	self	3	-0.25	0
jlm	self	12.6	1.944	1
jlm	self	5.4	0.137	0
jlm	self	10.2	2	1
jlm	self	15	0.812	0
jlm	self	12.6	1.025	1
jlm	self	7.8	0.438	0
jlm	self	7.8	1.5	1
jlm	self	10.2	0.625	1
jlm	self	12.6	2.25	1
jlm	self	5.4	1.3	1
jlm	self	12.6	1.331	1
jlm	self	5.4	0.525	1
jlm	self	7.8	1.288	1
jlm	self	12.6	1.638	1
jlm	self	3	0.331	1
jlm	self	10.2	1.725	1
jlm	self	10.2	0.35	0
jlm	self	7.8	0.65	1
jlm	self	10.2	0.075	0
jlm	self	3	1.1	1
jlm	self	15	1.488	1
jlm	self	15	0.475	0
jlm	self	5.4	0.912	1
jlm	self	12.6	0.719	1
jlm	self	7.8	0.225	0
jlm	self	12.6	-0.2	0
jlm	self	15	0.138	0
jlm	self	15	1.15	1
jlm	self	7.8	0.012	0
jlm	self	5.4	0.331	1
jlm	self	3	1.3	1
jlm	self	3	-0.25	0
jlm	self	7.8	-0.2	0
jlm	self	10.2	-0.2	0
jlm	self	10.2	0.9	1
jlm	self	5.4	0.719	1
jlm	self	12.6	0.412	0
jlm	self	7.8	0.862	1
jlm	self	3	0.719	1
jlm	self	5.4	1.1	1
jlm	self	15	1.825	1
jlm	self	7.8	1.075	1
jlm	self	10.2	1.175	1
jlm	self	3	-0.056	0
jlm	self	15	2.5	1
jlm	self	5.4	-0.056	0
jlm	self	15	-0.2	0
jlm	self	10.2	1.45	1
jlm	self	5.4	-0.25	0
jlm	self	12.6	0.106	0
jlm	self	15	2.162	1
jlm	self	3	0.525	1
jlm	self	3	0.137	1
jlm	self	3	0.912	1
jlm	self	10.2	0.075	0
jlm	self	5.4	0.719	1
jlm	self	12.6	0.412	1
jlm	self	7.8	0.438	0
jlm	self	3	1.1	1
jlm	self	10.2	1.175	1
jlm	self	3	-0.25	0
jlm	self	7.8	1.5	1
jlm	self	7.8	0.225	0
jlm	self	12.6	1.025	0
jlm	self	10.2	2	1
jlm	self	3	1.3	1
jlm	self	15	0.812	1
jlm	self	15	2.5	1
jlm	self	12.6	2.25	1
jlm	self	5.4	0.912	1
jlm	self	10.2	1.725	1
jlm	self	15	1.15	1
jlm	self	10.2	-0.2	0
jlm	self	12.6	1.944	1
jlm	self	12.6	1.331	1
jlm	self	5.4	0.525	0
jlm	self	15	1.488	1
jlm	self	3	0.137	0
jlm	self	15	2.162	1
jlm	self	15	0.475	0
jlm	self	10.2	0.625	1
jlm	self	3	0.525	1
jlm	self	12.6	-0.2	0
jlm	self	5.4	1.1	1
jlm	self	7.8	0.862	1
jlm	self	7.8	1.075	1
jlm	self	5.4	0.137	0
jlm	self	7.8	0.65	1
jlm	self	12.6	1.638	1
jlm	self	7.8	0.012	0
jlm	self	3	0.719	1
jlm	self	15	-0.2	0
jlm	self	12.6	0.719	1
jlm	self	10.2	0.9	1
jlm	self	3	-0.056	0
jlm	self	3	0.331	1
jlm	self	3	0.912	1
jlm	self	15	1.825	1
jlm	self	12.6	0.106	0
jlm	self	10.2	0.35	1
jlm	self	10.2	1.45	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.331	1
jlm	self	7.8	1.288	1
jlm	self	5.4	-0.056	0
jlm	self	5.4	1.3	1
jlm	self	7.8	-0.2	0
jlm	self	15	0.138	0
jlm	self	5.4	0.525	1
jlm	self	7.8	0.862	1
jlm	self	10.2	-0.2	0
jlm	self	15	1.825	1
jlm	self	7.8	1.075	1
jlm	self	12.6	1.638	1
jlm	self	5.4	1.1	1
jlm	self	3	-0.056	0
jlm	self	3	0.137	0
jlm	self	10.2	0.9	1
jlm	self	3	1.1	1
jlm	self	10.2	1.175	1
jlm	self	15	1.488	1
jlm	self	5.4	-0.056	0
jlm	self	12.6	-0.2	0
jlm	self	3	0.719	1
jlm	self	7.8	1.288	1
jlm	self	12.6	2.25	1
jlm	self	15	0.475	0
jlm	self	15	1.15	1
jlm	self	10.2	2	1
jlm	self	7.8	1.5	1
jlm	self	15	2.162	1
jlm	self	10.2	1.725	1
jlm	self	3	1.3	1
jlm	self	3	0.331	1
jlm	self	12.6	1.331	1
jlm	self	5.4	-0.25	0
jlm	self	15	-0.2	0
jlm	self	5.4	0.137	0
jlm	self	3	-0.25	0
jlm	self	15	2.5	1
jlm	self	5.4	1.3	1
jlm	self	5.4	0.331	1
jlm	self	12.6	1.944	1
jlm	self	12.6	0.719	0
jlm	self	5.4	0.719	1
jlm	self	7.8	0.438	1
jlm	self	10.2	1.45	1
jlm	self	15	0.138	0
jlm	self	7.8	0.65	1
jlm	self	15	0.812	0
jlm	self	3	0.525	1
jlm	self	12.6	1.025	1
jlm	self	7.8	0.012	0
jlm	self	3	0.912	1
jlm	self	5.4	0.912	1
jlm	self	12.6	0.106	0
jlm	self	12.6	0.412	0
jlm	self	7.8	-0.2	0
jlm	self	7.8	0.225	0
jlm	self	10.2	0.075	0
jlm	self	10.2	0.35	0
jlm	self	10.2	0.625	1
jlm	self	12.6	1.331	1
jlm	self	7.8	0.65	1
jlm	self	7.8	1.5	1
jlm	self	7.8	0.438	1
jlm	self	12.6	1.944	1
jlm	self	5.4	0.719	1
jlm	self	10.2	0.075	0
jlm	self	12.6	0.412	1
jlm	self	10.2	0.9	1
jlm	self	3	-0.056	0
jlm	self	5.4	-0.056	0
jlm	self	7.8	0.225	0
jlm	self	10.2	-0.2	0
jlm	self	3	0.525	1
jlm	self	15	-0.2	0
jlm	self	7.8	1.075	1
jlm	self	3	0.719	1
jlm	self	12.6	1.638	1
jlm	self	5.4	0.525	1
jlm	self	12.6	1.025	1
jlm	self	15	1.825	1
jlm	self	5.4	1.3	1
jlm	self	10.2	0.625	1
jlm	self	12.6	-0.2	0
jlm	self	10.2	1.45	1
jlm	self	5.4	0.137	0
jlm	self	7.8	-0.2	0
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.912	1
jlm	self	12.6	0.106	0
jlm	self	15	2.5	1
jlm	self	3	0.137	0
jlm	self	12.6	2.25	1
jlm	self	15	0.138	0
jlm	self	15	1.15	1
jlm	self	10.2	0.35	1
jlm	self	7.8	0.862	1
jlm	self	7.8	0.012	0
jlm	self	15	0.812	1
jlm	self	15	1.488	1
jlm	self	3	1.3	1
jlm	self	10.2	2	1
jlm	self	5.4	0.331	0
jlm	self	3	0.331	1
jlm	self	12.6	0.719	0
jlm	self	10.2	1.725	1
jlm	self	5.4	1.1	1
jlm	self	3	1.1	1
jlm	self	10.2	1.175	1
jlm	self	3	-0.25	0
jlm	self	3	0.912	1
jlm	self	15	2.162	1
jlm	self	7.8	1.288	1
jlm	self	15	0.475	0
jlm	self	10.2	0.075	0
jlm	self	12.6	-0.2	0
jlm	self	5.4	0.137	0
jlm	self	12.6	1.638	1
jlm	self	10.2	0.35	1
jlm	self	5.4	0.331	1
jlm	self	7.8	-0.2	0
jlm	self	10.2	1.175	1
jlm	self	15	0.138	1
jlm	self	3	-0.056	0
jlm	self	10.2	2	1
jlm	self	15	2.162	1
jlm	self	15	0.475	0
jlm	self	5.4	1.3	1
jlm	self	7.8	0.438	1
jlm	self	7.8	0.012	0
jlm	self	7.8	1.075	1
jlm	self	3	1.3	1
jlm	self	12.6	1.025	1
jlm	self	5.4	0.719	1
jlm	self	5.4	0.912	1
jlm	self	10.2	0.9	1
jlm	self	5.4	0.525	1
jlm	self	3	0.525	1
jlm	self	15	1.15	1
jlm	self	7.8	0.862	1
jlm	self	5.4	-0.056	0
jlm	self	7.8	1.5	1
jlm	self	3	0.719	1
jlm	self	3	0.331	1
jlm	self	15	2.5	1
jlm	self	15	0.812	1
jlm	self	12.6	2.25	1
jlm	self	3	0.912	1
jlm	self	7.8	0.225	0
jlm	self	5.4	-0.25	0
jlm	self	15	1.825	1
jlm	self	3	-0.25	0
jlm	self	15	1.488	1
jlm	self	10.2	1.45	1
jlm	self	7.8	0.65	1
jlm	self	10.2	1.725	1
jlm	self	3	1.1	1
jlm	self	12.6	0.719	0
jlm	self	7.8	1.288	1
jlm	self	12.6	0.106	0
jlm	self	5.4	1.1	1
jlm	self	3	0.137	0
jlm	self	12.6	1.944	1
jlm	self	12.6	0.412	1
jlm	self	12.6	1.331	1
jlm	self	10.2	0.625	1
jlm	self	15	-0.2	0
jlm	self	10.2	-0.2	0
jlm	self	3	0.912	1
jlm	self	15	2.162	1
jlm	self	5.4	1.1	1
jlm	self	10.2	0.35	0
jlm	self	15	1.825	1
jlm	self	12.6	1.638	1
jlm	self	10.2	0.075	0
jlm	self	12.6	-0.2	0
jlm	self	12.6	0.412	1
jlm	self	10.2	0.625	0
jlm	self	15	1.488	1
jlm	self	7.8	0.65	1
jlm	self	5.4	0.137	0
jlm	self	15	0.812	1
jlm	self	3	1.1	1
jlm	self	10.2	1.175	1
jlm	self	15	1.15	1
jlm	self	3	-0.25	0
jlm	self	12.6	1.944	1
jlm	self	3	1.3	1
jlm	self	10.2	1.725	1
jlm	self	10.2	1.45	1
jlm	self	15	0.138	0
jlm	self	5.4	0.912	1
jlm	self	12.6	2.25	1
jlm	self	10.2	2	1
jlm	self	3	0.525	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	1.3	1
jlm	self	7.8	1.075	1
jlm	self	3	0.719	1
jlm	self	10.2	0.9	1
jlm	self	7.8	1.288	1
jlm	self	7.8	1.5	1
jlm	self	15	-0.2	0
jlm	self	12.6	0.106	0
jlm	self	7.8	-0.2	0
jlm	self	3	0.137	1
jlm	self	7.8	0.862	1
jlm	self	3	-0.056	0
jlm	self	7.8	0.225	0
jlm	self	7.8	0.012	0
jlm	self	15	2.5	1
jlm	self	12.6	0.719	1
jlm	self	5.4	0.331	1
jlm	self	12.6	1.331	1
jlm	self	10.2	-0.2	0
jlm	self	15	0.475	0
jlm	self	5.4	0.719	1
jlm	self	5.4	-0.056	0
jlm	self	3	0.331	1
jlm	self	7.8	0.438	1
jlm	self	5.4	0.525	1
jlm	self	12.6	1.025	1
jlm	self	7.8	1.5	1
jlm	self	12.6	0.106	0
jlm	self	10.2	0.625	1
jlm	self	5.4	-0.056	0
jlm	self	10.2	-0.2	0
jlm	self	12.6	1.025	1
jlm	self	7.8	1.288	1
jlm	self	15	1.15	1
jlm	self	10.2	0.35	1
jlm	self	10.2	0.075	0
jlm	self	12.6	0.719	1
jlm	self	10.2	1.45	1
jlm	self	15	-0.2	0
jlm	self	7.8	0.438	1
jlm	self	3	0.331	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.719	1
jlm	self	10.2	0.9	1
jlm	self	15	2.5	1
jlm	self	5.4	0.137	0
jlm	self	15	0.138	0
jlm	self	5.4	0.331	0
jlm	self	7.8	0.012	0
jlm	self	10.2	1.725	1
jlm	self	15	0.812	1
jlm	self	3	1.3	1
jlm	self	3	-0.056	0
jlm	self	5.4	1.1	1
jlm	self	12.6	0.412	1
jlm	self	5.4	0.912	1
jlm	self	10.2	2	1
jlm	self	7.8	0.225	1
jlm	self	7.8	-0.2	0
jlm	self	3	1.1	1
jlm	self	5.4	0.525	1
jlm	self	12.6	1.638	1
jlm	self	7.8	1.075	1
jlm	self	3	0.912	1
jlm	self	5.4	1.3	1
jlm	self	12.6	2.25	1
jlm	self	10.2	1.175	1
jlm	self	3	-0.25	0
jlm	self	7.8	0.862	1
jlm	self	15	0.475	1
jlm	self	7.8	0.65	1
jlm	self	15	2.162	1
jlm	self	12.6	1.944	1
jlm	self	3	0.137	1
jlm	self	3	0.525	1
jlm	self	3	0.719	1
jlm	self	12.6	-0.2	0
jlm	self	15	1.488	1
jlm	self	15	1.825	1
jlm	self	12.6	1.331	1
jlm	self	10.2	0.625	1
jlm	self	12.6	1.638	1
jlm	self	15	1.15	1
jlm	self	3	-0.056	0
jlm	self	3	0.525	1
jlm	self	3	0.719	1
jlm	self	3	0.912	1
jlm	self	10.2	1.725	1
jlm	self	5.4	-0.056	0
jlm	self	7.8	1.288	1
jlm	self	12.6	1.025	1
jlm	self	5.4	0.137	0
jlm	self	7.8	0.862	1
jlm	self	12.6	2.25	1
jlm	self	15	0.138	1
jlm	self	5.4	1.1	1
jlm	self	10.2	2	1
jlm	self	15	0.812	0
jlm	self	5.4	1.3	1
jlm	self	7.8	0.012	0
jlm	self	12.6	0.106	0
jlm	self	3	1.3	1
jlm	self	12.6	1.944	1
jlm	self	7.8	0.225	0
jlm	self	3	-0.25	0
jlm	self	7.8	1.5	1
jlm	self	5.4	-0.25	0
jlm	self	5.4	0.331	1
jlm	self	7.8	0.438	1
jlm	self	12.6	1.331	1
jlm	self	15	-0.2	0
jlm	self	5.4	0.719	1
jlm	self	10.2	0.075	0
jlm	self	10.2	1.45	1
jlm	self	10.2	1.175	1
jlm	self	12.6	0.412	0
jlm	self	5.4	0.525	1
jlm	self	10.2	0.9	1
jlm	self	15	1.825	1
jlm	self	15	2.5	1
jlm	self	3	0.331	0
jlm	self	7.8	-0.2	0
jlm	self	3	1.1	1
jlm	self	5.4	0.912	1
jlm	self	15	2.162	1
jlm	self	7.8	0.65	1
jlm	self	15	0.475	0
jlm	self	12.6	0.719	1
jlm	self	7.8	1.075	1
jlm	self	15	1.488	1
jlm	self	12.6	-0.2	0
jlm	self	3	0.137	1
jlm	self	10.2	0.35	0
jlm	self	10.2	-0.2	0
dl	self	7.8	0.225	1
dl	self	5.4	-0.056	0
dl	self	3	1.3	1
dl	self	12.6	1.944	1
dl	self	7.8	-0.2	1
dl	self	7.8	0.012	0
dl	self	5.4	0.912	1
dl	self	7.8	1.075	1
dl	self	12.6	-0.2	0
dl	self	3	0.331	1
dl	self	12.6	1.638	1
dl	self	3	1.1	1
dl	self	10.2	2	1
dl	self	10.2	0.075	0
dl	self	15	0.475	0
dl	self	7.8	0.862	1
dl	self	3	-0.25	0
dl	self	3	0.525	1
dl	self	3	0.137	1
dl	self	5.4	-0.25	0
dl	self	10.2	1.725	1
dl	self	15	1.825	1
dl	self	7.8	1.288	1
dl	self	15	0.812	1
dl	self	3	-0.056	0
dl	self	15	1.15	1
dl	self	12.6	0.719	1
dl	self	12.6	0.412	0
dl	self	10.2	1.175	1
dl	self	10.2	0.9	1
dl	self	10.2	1.45	1
dl	self	12.6	1.331	1
dl	self	7.8	1.5	1
dl	self	10.2	0.625	1
dl	self	12.6	1.025	1
dl	self	7.8	0.65	1
dl	self	10.2	0.35	0
dl	self	15	2.5	1
dl	self	15	2.162	1
dl	self	5.4	1.1	1
dl	self	5.4	0.719	1
dl	self	15	0.138	0
dl	self	3	0.912	1
dl	self	5.4	1.3	1
dl	self	5.4	0.331	1
dl	self	12.6	0.106	0
dl	self	10.2	-0.2	0
dl	self	12.6	2.25	1
dl	self	15	1.488	1
dl	self	5.4	0.137	1
dl	self	7.8	0.438	1
dl	self	5.4	0.525	1
dl	self	15	-0.2	0
dl	self	3	0.719	1
dl	self	7.8	-0.2	0
dl	self	12.6	0.106	0
dl	self	10.2	1.45	1
dl	self	5.4	-0.25	0
dl	self	15	1.15	0
dl	self	5.4	0.912	1
dl	self	7.8	0.438	1
dl	self	3	0.331	1
dl	self	5.4	0.137	1
dl	self	5.4	0.331	1
dl	self	12.6	1.025	1
dl	self	15	-0.2	0
dl	self	15	2.162	1
dl	self	7.8	0.225	1
dl	self	15	0.138	0
dl	self	5.4	0.525	1
dl	self	10.2	0.9	1
dl	self	12.6	2.25	1
dl	self	7.8	1.075	1
dl	self	3	-0.056	0
dl	self	15	2.5	1
dl	self	12.6	1.638	1
dl	self	5.4	1.3	1
dl	self	12.6	1.944	1
dl	self	15	1.488	1
dl	self	7.8	1.288	1
dl	self	3	0.912	1
dl	self	10.2	0.075	0
dl	self	3	0.525	1
